,_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away
3426,8.0,Sat,2019-10-05,16:00,Real Madrid,4–2,Granada,70315.0,Estadio Santiago Bernabéu,Santiago Jaime,2.2,1.6
3427,8.0,Sat,2019-10-05,18:30,Valencia,2–1,Alavés,38943.0,Estadio de Mestalla,Eduardo Prieto,1.3,1.0
3428,8.0,Sat,2019-10-05,21:00,Osasuna,2–1,Villarreal,15349.0,Estadio El Sadar,Valentín Pizarro,1.1,1.6
3429,8.0,Sun,2019-10-06,12:00,Mallorca,2–0,Espanyol,15052.0,Iberostar Estadi,Ricardo de Burgos,0.6,1.0
3430,8.0,Sun,2019-10-06,14:00,Celta Vigo,1–0,Athletic Club,19690.0,Estadio de Balaídos,David Medié,1.7,0.2
3431,8.0,Sun,2019-10-06,16:00,Valladolid,0–0,Atlético Madrid,23650.0,Estadio Municipal José Zorrilla,José Sánchez,1.1,0.9
3432,8.0,Sun,2019-10-06,18:30,Real Sociedad,1–2,Getafe,30153.0,Estadio Municipal de Anoeta,Pablo González,1.0,0.9
3433,8.0,Sun,2019-10-06,21:00,Barcelona,4–0,Sevilla,81331.0,Camp Nou,Antonio Matéu Lahoz,1.9,1.9
3435,9.0,Fri,2019-10-18,21:00,Granada,1–0,Osasuna,16986.0,Estadio Nuevo Los Cármenes,Javier Estrada,0.4,0.9
3436,9.0,Sat,2019-10-19,13:00,Eibar,0–3,Barcelona,7295.0,Estadio Municipal de Ipurúa,Mario Melero,0.4,2.1
3437,9.0,Sat,2019-10-19,16:00,Atlético Madrid,1–1,Valencia,61603.0,Estadio Wanda Metropolitano,Adrián Cordero,1.7,0.6
3438,9.0,Sat,2019-10-19,18:30,Getafe,2–0,Leganés,13.0,Coliseum Alfonso Pérez,Juan Martínez,1.0,0.4
3439,9.0,Sat,2019-10-19,21:00,Mallorca,1–0,Real Madrid,20275.0,Iberostar Estadi,Alberola Rojas,0.2,0.9
3440,9.0,Sun,2019-10-20,12:00,Alavés,2–0,Celta Vigo,16584.0,Estadio de Mendizorroza,José González,1.8,1.0
3441,9.0,Sun,2019-10-20,14:00,Real Sociedad,3–1,Betis,28032.0,Estadio Municipal de Anoeta,César Soto,1.4,0.9
3442,9.0,Sun,2019-10-20,16:00,Espanyol,0–1,Villarreal,20653.0,RCDE Stadium,Carlos del Cerro,0.9,1.3
3443,9.0,Sun,2019-10-20,18:30,Athletic Club,1–1,Valladolid,37107.0,San Mamés,Jesús Gil,1.2,0.8
3444,9.0,Sun,2019-10-20,21:00,Sevilla,1–0,Levante,34612.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,2.3,0.5
3446,10.0,Fri,2019-10-25,21:00,Villarreal,4–1,Alavés,16049.0,Estadio de la Cerámica,David Medié,2.7,0.7
3447,10.0,Sat,2019-10-26,16:00,Leganés,1–0,Mallorca,10058.0,Estadio Municipal de Butarque,Eduardo Prieto,1.6,0.6
3448,10.0,Sat,2019-10-26,18:30,Valladolid,2–0,Eibar,20036.0,Estadio Municipal José Zorrilla,José Luis Munuera,1.9,0.5
3449,10.0,Sat,2019-10-26,21:00,Atlético Madrid,2–0,Athletic Club,59211.0,Estadio Wanda Metropolitano,Alejandro Hernández,1.8,0.3
3450,10.0,Sun,2019-10-27,12:00,Celta Vigo,0–1,Real Sociedad,18002.0,Estadio de Balaídos,Valentín Pizarro,0.6,0.7
3451,10.0,Sun,2019-10-27,14:00,Granada,1–0,Betis,18985.0,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,1.8,0.7
3452,10.0,Sun,2019-10-27,16:00,Levante,0–1,Espanyol,18934.0,Estadio Ciudad de Valencia,Pablo González,0.4,1.0
3453,10.0,Sun,2019-10-27,18:30,Sevilla,2–0,Getafe,38181.0,Estadio Ramón Sánchez Pizjuán,José Sánchez,2.0,0.8
3454,10.0,Sun,2019-10-27,21:00,Osasuna,3–1,Valencia,14976.0,Estadio El Sadar,Santiago Jaime,2.7,0.9
3456,11.0,Tue,2019-10-29,19:00,Alavés,1–1,Atlético Madrid,17235.0,Estadio de Mendizorroza,Javier Estrada,0.7,1.3
3457,11.0,Tue,2019-10-29,21:15,Barcelona,5–1,Valladolid,59896.0,Camp Nou,Alberola Rojas,3.1,0.7
3458,11.0,Wed,2019-10-30,19:00,Real Sociedad,1–2,Levante,28142.0,Estadio Municipal de Anoeta,Mario Melero,1.7,1.7
3459,11.0,Wed,2019-10-30,19:00,Valencia,1–1,Sevilla,37881.0,Estadio de Mestalla,Carlos del Cerro,0.8,0.4
3460,11.0,Wed,2019-10-30,20:00,Athletic Club,3–0,Espanyol,37094.0,San Mamés,Juan Martínez,0.4,0.7
3461,11.0,Wed,2019-10-30,21:00,Betis,2–1,Celta Vigo,43353.0,Estadio Benito Villamarín,Jesús Gil,1.1,1.7
3462,11.0,Wed,2019-10-30,21:15,Real Madrid,5–0,Leganés,53870.0,Estadio Santiago Bernabéu,César Soto,4.3,0.2
3463,11.0,Thu,2019-10-31,19:00,Eibar,2–1,Villarreal,5583.0,Estadio Municipal de Ipurúa,Guillermo Cuadra,2.0,1.6
3464,11.0,Thu,2019-10-31,19:00,Mallorca,2–2,Osasuna,12641.0,Iberostar Estadi,Adrián Cordero,2.4,0.9
3465,11.0,Thu,2019-10-31,21:15,Getafe,3–1,Granada,10227.0,Coliseum Alfonso Pérez,José González,0.8,1.5
3467,12.0,Sat,2019-11-02,13:00,Espanyol,1–2,Valencia,18428.0,RCDE Stadium,Valentín Pizarro,1.4,1.7
3468,12.0,Sat,2019-11-02,16:00,Levante,3–1,Barcelona,23341.0,Estadio Ciudad de Valencia,Alejandro Hernández,0.9,2.1
3469,12.0,Sat,2019-11-02,18:30,Sevilla,1–1,Atlético Madrid,39957.0,Estadio Ramón Sánchez Pizjuán,José González,0.8,1.9
3470,12.0,Sat,2019-11-02,21:00,Real Madrid,0–0,Betis,70375.0,Estadio Santiago Bernabéu,José Sánchez,2.3,0.5
3471,12.0,Sun,2019-11-03,12:00,Valladolid,3–0,Mallorca,18419.0,Estadio Municipal José Zorrilla,David Medié,2.0,0.6
3472,12.0,Sun,2019-11-03,14:00,Villarreal,0–0,Athletic Club,17460.0,Estadio de la Cerámica,Santiago Jaime,0.8,0.7
3473,12.0,Sun,2019-11-03,16:00,Osasuna,4–2,Alavés,15954.0,Estadio El Sadar,José Luis Munuera,3.8,1.7
3474,12.0,Sun,2019-11-03,18:30,Celta Vigo,0–1,Getafe,14704.0,Estadio de Balaídos,Antonio Matéu Lahoz,0.2,0.5
3475,12.0,Sun,2019-11-03,18:30,Leganés,1–2,Eibar,9649.0,Estadio Municipal de Butarque,Pablo González,1.2,0.8
3476,12.0,Sun,2019-11-03,21:00,Granada,1–2,Real Sociedad,16898.0,Estadio Nuevo Los Cármenes,Eduardo Prieto,0.2,0.9
3478,13.0,Fri,2019-11-08,21:00,Real Sociedad,1–1,Leganés,27684.0,Estadio Municipal de Anoeta,Juan Martínez,1.1,0.9
3479,13.0,Sat,2019-11-09,13:00,Alavés,3–0,Valladolid,16148.0,Estadio de Mendizorroza,Mario Melero,2.9,0.3
3480,13.0,Sat,2019-11-09,16:00,Valencia,2–0,Granada,39882.0,Estadio de Mestalla,Javier Estrada,1.1,0.4
3481,13.0,Sat,2019-11-09,18:30,Eibar,0–4,Real Madrid,7045.0,Estadio Municipal de Ipurúa,Adrián Cordero,0.7,2.7
3482,13.0,Sat,2019-11-09,21:00,Barcelona,4–1,Celta Vigo,71209.0,Camp Nou,Guillermo Cuadra,1.6,0.3
3483,13.0,Sun,2019-11-10,12:00,Mallorca,3–1,Villarreal,8348.0,Iberostar Estadi,Carlos del Cerro,1.7,2.7
3484,13.0,Sun,2019-11-10,14:00,Athletic Club,2–1,Levante,33202.0,San Mamés,Alberola Rojas,2.1,0.8
3485,13.0,Sun,2019-11-10,16:00,Atlético Madrid,3–1,Espanyol,53069.0,Estadio Wanda Metropolitano,Jesús Gil,2.5,0.3
3486,13.0,Sun,2019-11-10,18:30,Getafe,0–0,Osasuna,10558.0,Coliseum Alfonso Pérez,César Soto,1.3,0.1
3487,13.0,Sun,2019-11-10,21:00,Betis,1–2,Sevilla,52123.0,Estadio Benito Villamarín,Alejandro Hernández,1.4,0.8
3489,14.0,Fri,2019-11-22,21:00,Levante,2–1,Mallorca,15110.0,Estadio Ciudad de Valencia,Valentín Pizarro,1.4,1.4
3490,14.0,Sat,2019-11-23,13:00,Leganés,1–2,Barcelona,12110.0,Estadio Municipal de Butarque,Santiago Jaime,0.4,1.6
3491,14.0,Sat,2019-11-23,16:00,Betis,2–1,Valencia,46545.0,Estadio Benito Villamarín,Ricardo de Burgos,1.8,0.8
3492,14.0,Sat,2019-11-23,18:30,Granada,1–1,Atlético Madrid,17003.0,Estadio Nuevo Los Cármenes,David Medié,0.6,1.4
3493,14.0,Sat,2019-11-23,21:00,Real Madrid,3–1,Real Sociedad,69305.0,Estadio Santiago Bernabéu,Jesús Gil,1.4,2.0
3494,14.0,Sun,2019-11-24,12:00,Espanyol,1–1,Getafe,22031.0,RCDE Stadium,Pablo González,1.0,0.7
3495,14.0,Sun,2019-11-24,14:00,Osasuna,1–2,Athletic Club,16145.0,Estadio El Sadar,José Sánchez,1.0,1.0
3496,14.0,Sun,2019-11-24,16:00,Eibar,0–2,Alavés,6315.0,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,1.5,2.1
3497,14.0,Sun,2019-11-24,18:30,Villarreal,1–3,Celta Vigo,17352.0,Estadio de la Cerámica,José Luis Munuera,0.8,1.9
3498,14.0,Sun,2019-11-24,21:00,Valladolid,0–1,Sevilla,18169.0,Estadio Municipal José Zorrilla,Eduardo Prieto,0.6,1.2
3500,15.0,Fri,2019-11-29,21:00,Celta Vigo,0–0,Valladolid,16918.0,Estadio de Balaídos,Alberola Rojas,0.9,0.4
3501,15.0,Sat,2019-11-30,13:00,Alavés,1–2,Real Madrid,19357.0,Estadio de Mendizorroza,Guillermo Cuadra,1.4,2.1
3502,15.0,Sat,2019-11-30,16:00,Real Sociedad,4–1,Eibar,28612.0,Estadio Municipal de Anoeta,Carlos del Cerro,1.4,0.8
3503,15.0,Sat,2019-11-30,18:30,Mallorca,1–2,Betis,16810.0,Iberostar Estadi,Juan Martínez,2.7,2.9
3504,15.0,Sat,2019-11-30,21:00,Valencia,2–1,Villarreal,38521.0,Estadio de Mestalla,César Soto,1.1,2.1
3505,15.0,Sun,2019-12-01,12:00,Sevilla,1–0,Leganés,33648.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,1.9,0.8
3506,15.0,Sun,2019-12-01,14:00,Athletic Club,2–0,Granada,37974.0,San Mamés,Adrián Cordero,2.2,0.8
3507,15.0,Sun,2019-12-01,16:00,Espanyol,2–4,Osasuna,21238.0,RCDE Stadium,Mario Melero,1.4,2.5
3508,15.0,Sun,2019-12-01,18:30,Getafe,4–0,Levante,6535.0,Coliseum Alfonso Pérez,Javier Estrada,1.7,0.3
3509,15.0,Sun,2019-12-01,21:00,Atlético Madrid,0–1,Barcelona,64226.0,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,1.2,1.1
3511,16.0,Fri,2019-12-06,21:00,Villarreal,0–0,Atlético Madrid,17964.0,Estadio de la Cerámica,Alejandro Hernández,1.6,1.5
3512,16.0,Sat,2019-12-07,13:00,Real Madrid,2–0,Espanyol,64125.0,Estadio Santiago Bernabéu,Santiago Jaime,1.9,0.3
3513,16.0,Sat,2019-12-07,16:00,Granada,3–0,Alavés,14773.0,Estadio Nuevo Los Cármenes,Jesús Gil,2.0,0.3
3514,16.0,Sat,2019-12-07,18:30,Levante,2–4,Valencia,23137.0,Estadio Ciudad de Valencia,David Medié,2.2,2.6
3515,16.0,Sat,2019-12-07,21:00,Barcelona,5–2,Mallorca,71072.0,Camp Nou,José Luis Munuera,3.4,1.2
3516,16.0,Sun,2019-12-08,12:00,Eibar,0–1,Getafe,5969.0,Estadio Municipal de Ipurúa,Eduardo Prieto,0.4,0.9
3517,16.0,Sun,2019-12-08,14:00,Betis,3–2,Athletic Club,46106.0,Estadio Benito Villamarín,Valentín Pizarro,1.5,0.9
3518,16.0,Sun,2019-12-08,16:00,Valladolid,0–0,Real Sociedad,18654.0,Estadio Municipal José Zorrilla,Pablo González,0.5,1.4
3519,16.0,Sun,2019-12-08,18:30,Leganés,3–2,Celta Vigo,7115.0,Estadio Municipal de Butarque,José Sánchez,0.9,0.4
3520,16.0,Sun,2019-12-08,21:00,Osasuna,1–1,Sevilla,15045.0,Estadio El Sadar,Javier Estrada,0.9,1.4
3522,17.0,Fri,2019-12-13,21:00,Alavés,1–1,Leganés,15567.0,Estadio de Mendizorroza,César Soto,1.0,0.6
3523,17.0,Sat,2019-12-14,13:00,Granada,1–2,Levante,14127.0,Estadio Nuevo Los Cármenes,Carlos del Cerro,0.8,1.1
3524,17.0,Sat,2019-12-14,16:00,Real Sociedad,2–2,Barcelona,36639.0,Estadio Municipal de Anoeta,Alberola Rojas,2.5,2.0
3525,17.0,Sat,2019-12-14,18:30,Athletic Club,0–0,Eibar,43203.0,San Mamés,Mario Melero,0.9,0.2
3526,17.0,Sat,2019-12-14,21:00,Atlético Madrid,2–0,Osasuna,46033.0,Estadio Wanda Metropolitano,José Luis Munuera,1.9,0.9
3527,17.0,Sun,2019-12-15,12:00,Getafe,2–0,Valladolid,10816.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,0.9,0.4
3528,17.0,Sun,2019-12-15,14:00,Celta Vigo,2–2,Mallorca,13247.0,Estadio de Balaídos,Ricardo de Burgos,2.5,1.7
3529,17.0,Sun,2019-12-15,16:00,Espanyol,2–2,Betis,22248.0,RCDE Stadium,Guillermo Cuadra,1.2,0.8
3530,17.0,Sun,2019-12-15,18:30,Sevilla,1–2,Villarreal,36521.0,Estadio Ramón Sánchez Pizjuán,Adrián Cordero,1.8,1.7
3531,17.0,Sun,2019-12-15,21:00,Valencia,1–1,Real Madrid,44230.0,Estadio de Mestalla,José Sánchez,1.6,1.3
3533,10.0,Wed,2019-12-18,20:00,Barcelona,0–0,Real Madrid,93426.0,Camp Nou,Alejandro Hernández,0.9,0.9
3535,18.0,Fri,2019-12-20,21:00,Eibar,3–0,Granada,5341.0,Estadio Municipal de Ipurúa,Pablo González,2.6,1.4
3536,18.0,Sat,2019-12-21,13:00,Mallorca,0–2,Sevilla,14321.0,Iberostar Estadi,Jesús Gil,1.0,1.5
3537,18.0,Sat,2019-12-21,16:00,Barcelona,4–1,Alavés,63054.0,Camp Nou,Mario Melero,1.2,0.6
3538,18.0,Sat,2019-12-21,18:30,Villarreal,1–0,Getafe,14526.0,Estadio de la Cerámica,Santiago Jaime,1.8,0.5
3539,18.0,Sat,2019-12-21,21:00,Valladolid,1–1,Valencia,16295.0,Estadio Municipal José Zorrilla,Valentín Pizarro,1.1,1.0
3540,18.0,Sun,2019-12-22,12:00,Leganés,2–0,Espanyol,10183.0,Estadio Municipal de Butarque,Alberola Rojas,0.9,0.6
3541,18.0,Sun,2019-12-22,14:00,Osasuna,3–4,Real Sociedad,16197.0,Estadio El Sadar,David Medié,1.8,2.2
3542,18.0,Sun,2019-12-22,16:00,Betis,1–2,Atlético Madrid,52017.0,Estadio Benito Villamarín,Javier Estrada,0.7,1.6
3543,18.0,Sun,2019-12-22,18:30,Levante,3–1,Celta Vigo,18653.0,Estadio Ciudad de Valencia,Eduardo Prieto,2.5,0.9
3544,18.0,Sun,2019-12-22,21:00,Real Madrid,0–0,Athletic Club,71306.0,Estadio Santiago Bernabéu,Adrián Cordero,2.3,0.6
3546,19.0,Fri,2020-01-03,19:00,Valladolid,2–2,Leganés,21492.0,Estadio Municipal José Zorrilla,Juan Martínez,1.1,2.3
3547,19.0,Fri,2020-01-03,21:00,Sevilla,1–1,Athletic Club,37972.0,Estadio Ramón Sánchez Pizjuán,José González,1.3,0.2
3548,19.0,Sat,2020-01-04,13:00,Valencia,1–0,Eibar,39702.0,Estadio de Mestalla,Alejandro Hernández,0.5,1.3
3549,19.0,Sat,2020-01-04,16:00,Getafe,0–3,Real Madrid,15426.0,Coliseum Alfonso Pérez,José Luis Munuera,0.7,2.3
3550,19.0,Sat,2020-01-04,18:30,Atlético Madrid,2–1,Levante,59084.0,Estadio Wanda Metropolitano,Ricardo de Burgos,1.4,0.4
3551,19.0,Sat,2020-01-04,21:00,Espanyol,2–2,Barcelona,33562.0,RCDE Stadium,Carlos del Cerro,0.4,1.7
3552,19.0,Sun,2020-01-05,12:00,Granada,1–0,Mallorca,16395.0,Estadio Nuevo Los Cármenes,César Soto,1.5,1.2
3553,19.0,Sun,2020-01-05,14:00,Real Sociedad,1–2,Villarreal,31538.0,Estadio Municipal de Anoeta,José Sánchez,0.9,1.4
3554,19.0,Sun,2020-01-05,16:00,Alavés,1–1,Betis,17689.0,Estadio de Mendizorroza,Antonio Matéu Lahoz,0.5,1.7
3555,19.0,Sun,2020-01-05,21:00,Celta Vigo,1–1,Osasuna,11932.0,Estadio de Balaídos,Guillermo Cuadra,1.9,0.7
3557,20.0,Fri,2020-01-17,21:00,Leganés,0–3,Getafe,11450.0,Estadio Municipal de Butarque,Javier Estrada,0.3,1.6
3558,20.0,Sat,2020-01-18,13:00,Levante,0–1,Alavés,16848.0,Estadio Ciudad de Valencia,Guillermo Cuadra,1.0,1.8
3559,20.0,Sat,2020-01-18,16:00,Real Madrid,2–1,Sevilla,72512.0,Estadio Santiago Bernabéu,Juan Martínez,1.2,0.5
3560,20.0,Sat,2020-01-18,18:30,Osasuna,0–0,Valladolid,15382.0,Estadio El Sadar,Alberola Rojas,1.3,0.6
3561,20.0,Sat,2020-01-18,21:00,Eibar,2–0,Atlético Madrid,6429.0,Estadio Municipal de Ipurúa,Jesús Gil,1.1,0.9
3562,20.0,Sun,2020-01-19,12:00,Mallorca,4–1,Valencia,9856.0,Iberostar Estadi,Mario Melero,1.8,0.4
3563,20.0,Sun,2020-01-19,14:00,Betis,3–0,Real Sociedad,51171.0,Estadio Benito Villamarín,Adrián Cordero,1.6,0.5
3564,20.0,Sun,2020-01-19,16:00,Villarreal,1–2,Espanyol,12053.0,Estadio de la Cerámica,Pablo González,2.1,1.5
3565,20.0,Sun,2020-01-19,18:30,Athletic Club,1–1,Celta Vigo,41348.0,San Mamés,David Medié,3.4,0.6
3566,20.0,Sun,2020-01-19,21:00,Barcelona,1–0,Granada,65444.0,Camp Nou,Valentín Pizarro,1.6,0.2
3568,21.0,Fri,2020-01-24,21:00,Osasuna,2–0,Levante,14667.0,Estadio El Sadar,César Soto,1.9,0.5
3569,21.0,Sat,2020-01-25,13:00,Espanyol,1–1,Athletic Club,27542.0,RCDE Stadium,José Sánchez,0.6,0.9
3570,21.0,Sat,2020-01-25,16:00,Valencia,2–0,Barcelona,45882.0,Estadio de Mestalla,Jesús Gil,1.3,1.1
3571,21.0,Sat,2020-01-25,18:30,Alavés,1–2,Villarreal,18153.0,Estadio de Mendizorroza,José Luis Munuera,0.5,1.2
3572,21.0,Sat,2020-01-25,21:00,Sevilla,2–0,Granada,33533.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,0.7,0.6
3573,21.0,Sun,2020-01-26,12:00,Atlético Madrid,0–0,Leganés,52767.0,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,1.0,0.7
3574,21.0,Sun,2020-01-26,14:00,Celta Vigo,0–0,Eibar,15490.0,Estadio de Balaídos,José González,1.1,0.1
3575,21.0,Sun,2020-01-26,16:00,Getafe,1–0,Betis,13244.0,Coliseum Alfonso Pérez,Eduardo Prieto,1.3,1.3
3576,21.0,Sun,2020-01-26,18:30,Real Sociedad,3–0,Mallorca,29912.0,Estadio Municipal de Anoeta,Santiago Jaime,1.7,0.5
3577,21.0,Sun,2020-01-26,21:00,Valladolid,0–1,Real Madrid,23404.0,Estadio Municipal José Zorrilla,Ricardo de Burgos,0.3,0.5
3579,22.0,Sat,2020-02-01,13:00,Granada,2–1,Espanyol,15226.0,Estadio Nuevo Los Cármenes,Guillermo Cuadra,0.7,1.8
3580,22.0,Sat,2020-02-01,16:00,Real Madrid,1–0,Atlético Madrid,77223.0,Estadio Santiago Bernabéu,Javier Estrada,1.1,0.2
3581,22.0,Sat,2020-02-01,18:30,Mallorca,0–1,Valladolid,13891.0,Iberostar Estadi,David Medié,0.5,0.8
3582,22.0,Sat,2020-02-01,21:00,Valencia,1–0,Celta Vigo,39637.0,Estadio de Mestalla,Pablo González,0.9,1.2
3583,22.0,Sun,2020-02-02,12:00,Leganés,2–1,Real Sociedad,10842.0,Estadio Municipal de Butarque,Mario Melero,1.1,0.1
3584,22.0,Sun,2020-02-02,14:00,Eibar,1–1,Betis,6558.0,Estadio Municipal de Ipurúa,Juan Martínez,1.8,1.5
3585,22.0,Sun,2020-02-02,16:00,Athletic Club,0–2,Getafe,40291.0,San Mamés,Alberola Rojas,0.8,1.5
3586,22.0,Sun,2020-02-02,18:30,Sevilla,1–1,Alavés,36286.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.4,0.6
3587,22.0,Sun,2020-02-02,18:30,Villarreal,3–1,Osasuna,17081.0,Estadio de la Cerámica,Valentín Pizarro,1.7,0.9
3588,22.0,Sun,2020-02-02,21:00,Barcelona,2–1,Levante,60295.0,Camp Nou,Adrián Cordero,3.5,1.2
3590,23.0,Fri,2020-02-07,21:00,Alavés,2–1,Eibar,17089.0,Estadio de Mendizorroza,Eduardo Prieto,1.2,0.2
3591,23.0,Sat,2020-02-08,13:00,Levante,2–0,Leganés,17110.0,Estadio Ciudad de Valencia,José González,0.9,1.0
3592,23.0,Sat,2020-02-08,16:00,Getafe,3–0,Valencia,13070.0,Coliseum Alfonso Pérez,Ricardo de Burgos,2.8,0.3
3593,23.0,Sat,2020-02-08,18:30,Valladolid,1–1,Villarreal,17547.0,Estadio Municipal José Zorrilla,Alejandro Hernández,0.6,1.0
3594,23.0,Sat,2020-02-08,21:00,Atlético Madrid,1–0,Granada,54113.0,Estadio Wanda Metropolitano,César Soto,0.8,0.7
3595,23.0,Sun,2020-02-09,12:00,Espanyol,1–0,Mallorca,32084.0,RCDE Stadium,Antonio Matéu Lahoz,1.0,0.6
3596,23.0,Sun,2020-02-09,14:00,Real Sociedad,2–1,Athletic Club,36730.0,Estadio Municipal de Anoeta,José Luis Munuera,1.6,0.3
3597,23.0,Sun,2020-02-09,16:00,Osasuna,1–4,Real Madrid,17000.0,Estadio El Sadar,Jesús Gil,0.8,2.4
3598,23.0,Sun,2020-02-09,18:30,Celta Vigo,2–1,Sevilla,20375.0,Estadio de Balaídos,Santiago Jaime,1.2,1.0
3599,23.0,Sun,2020-02-09,21:00,Betis,2–3,Barcelona,54526.0,Estadio Benito Villamarín,José Sánchez,1.0,1.5
3601,24.0,Fri,2020-02-14,21:00,Valencia,2–2,Atlético Madrid,42297.0,Estadio de Mestalla,David Medié,1.4,0.9
3602,24.0,Sat,2020-02-15,13:00,Mallorca,1–0,Alavés,12329.0,Iberostar Estadi,Valentín Pizarro,1.8,0.9
3603,24.0,Sat,2020-02-15,16:00,Barcelona,2–1,Getafe,89409.0,Camp Nou,Guillermo Cuadra,1.8,0.8
3604,24.0,Sat,2020-02-15,18:30,Villarreal,2–1,Levante,17269.0,Estadio de la Cerámica,Mario Melero,0.8,1.4
3605,24.0,Sat,2020-02-15,21:00,Granada,2–1,Valladolid,15782.0,Estadio Nuevo Los Cármenes,Juan Martínez,1.8,0.7
3606,24.0,Sun,2020-02-16,12:00,Sevilla,2–2,Espanyol,35661.0,Estadio Ramón Sánchez Pizjuán,Adrián Cordero,1.2,0.5
3607,24.0,Sun,2020-02-16,14:00,Leganés,0–0,Betis,11160.0,Estadio Municipal de Butarque,Javier Estrada,0.9,0.5
3608,24.0,Sun,2020-02-16,18:30,Athletic Club,0–1,Osasuna,44222.0,San Mamés,Pablo González,0.7,0.4
3609,24.0,Sun,2020-02-16,21:00,Real Madrid,2–2,Celta Vigo,62477.0,Estadio Santiago Bernabéu,Alberola Rojas,1.5,1.0
3611,25.0,Fri,2020-02-21,21:00,Betis,3–3,Mallorca,47231.0,Estadio Benito Villamarín,Jesús Gil,3.2,0.6
3612,25.0,Sat,2020-02-22,13:00,Celta Vigo,1–0,Leganés,19335.0,Estadio de Balaídos,José Luis Munuera,0.2,0.4
3613,25.0,Sat,2020-02-22,16:00,Barcelona,5–0,Eibar,66970.0,Camp Nou,César Soto,3.9,0.6
3614,25.0,Sat,2020-02-22,18:30,Real Sociedad,3–0,Valencia,31381.0,Estadio Municipal de Anoeta,José González,1.9,0.3
3615,25.0,Sat,2020-02-22,21:00,Levante,1–0,Real Madrid,23566.0,Estadio Ciudad de Valencia,Alejandro Hernández,0.3,1.6
3616,25.0,Sun,2020-02-23,12:00,Osasuna,0–3,Granada,14866.0,Estadio El Sadar,José Sánchez,0.7,1.5
3617,25.0,Sun,2020-02-23,14:00,Alavés,2–1,Athletic Club,19412.0,Estadio de Mendizorroza,Antonio Matéu Lahoz,1.6,0.8
3618,25.0,Sun,2020-02-23,16:00,Valladolid,2–1,Espanyol,19645.0,Estadio Municipal José Zorrilla,Eduardo Prieto,1.4,1.2
3619,25.0,Sun,2020-02-23,18:30,Getafe,0–3,Sevilla,13438.0,Coliseum Alfonso Pérez,Javier Estrada,0.3,2.3
3620,25.0,Sun,2020-02-23,21:00,Atlético Madrid,3–1,Villarreal,54462.0,Estadio Wanda Metropolitano,Ricardo de Burgos,1.3,0.7
3622,26.0,Fri,2020-02-28,21:00,Real Sociedad,1–0,Valladolid,30611.0,Estadio Municipal de Anoeta,Valentín Pizarro,1.2,0.5
3623,26.0,Sat,2020-02-29,13:00,Eibar,3–0,Levante,5920.0,Estadio Municipal de Ipurúa,Pablo González,2.4,0.8
3624,26.0,Sat,2020-02-29,16:00,Valencia,2–1,Betis,37418.0,Estadio de Mestalla,Adrián Cordero,0.6,1.2
3625,26.0,Sat,2020-02-29,18:30,Leganés,1–1,Alavés,10043.0,Estadio Municipal de Butarque,Juan Martínez,0.8,1.0
3626,26.0,Sat,2020-02-29,21:00,Granada,0–0,Celta Vigo,15877.0,Estadio Nuevo Los Cármenes,Guillermo Cuadra,0.7,0.3
3627,26.0,Sun,2020-03-01,12:00,Sevilla,3–2,Osasuna,31382.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.8,1.6
3628,26.0,Sun,2020-03-01,14:00,Athletic Club,1–0,Villarreal,36350.0,San Mamés,David Medié,2.7,0.8
3629,26.0,Sun,2020-03-01,16:00,Espanyol,1–1,Atlético Madrid,30360.0,RCDE Stadium,Alberola Rojas,1.1,0.8
3630,26.0,Sun,2020-03-01,18:30,Mallorca,0–1,Getafe,14241.0,Iberostar Estadi,Mario Melero,0.1,0.7
3631,26.0,Sun,2020-03-01,21:00,Real Madrid,2–0,Barcelona,78357.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,1.1,1.0
3633,27.0,Fri,2020-03-06,21:00,Alavés,1–1,Valencia,14083.0,Estadio de Mendizorroza,Jesús Gil,1.2,0.5
3634,27.0,Sat,2020-03-07,13:00,Eibar,1–2,Mallorca,6110.0,Estadio Municipal de Ipurúa,Javier Estrada,0.9,1.1
3635,27.0,Sat,2020-03-07,16:00,Atlético Madrid,2–2,Sevilla,60422.0,Estadio Wanda Metropolitano,Alejandro Hernández,2.6,1.5
3636,27.0,Sat,2020-03-07,18:30,Barcelona,1–0,Real Sociedad,77035.0,Camp Nou,Juan Martínez,1.9,0.7
3637,27.0,Sat,2020-03-07,21:00,Getafe,0–0,Celta Vigo,11286.0,Coliseum Alfonso Pérez,José Sánchez,1.0,0.6
