,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,team
578,2022-10-08,14:00,La Liga,Matchweek 8,Sat,Home,W,3.0,1.0,Rayo Vallecano,1.3,0.9,37.0,10783.0,César de la Hoz,4-2-3-1,Pablo González,Almeria
579,2022-10-16,21:00,La Liga,Matchweek 9,Sun,Away,,,,Betis,,,,,,,,Almeria
580,2022-10-20,19:00,La Liga,Matchweek 10,Thu,Home,,,,Girona,,,,,,,,Almeria
581,2022-10-23,18:30,La Liga,Matchweek 11,Sun,Away,,,,Villarreal,,,,,,,,Almeria
609,2022-08-13,19:00,La Liga,Matchweek 1,Sat,Home,L,0.0,3.0,Villarreal,0.9,1.4,51.0,17543.0,Roque Mesa,4-1-4-1,Mario Melero,Valladolid
610,2022-08-19,22:00,La Liga,Matchweek 2,Fri,Away,D,1.0,1.0,Sevilla,0.8,2.6,39.0,33991.0,Roque Mesa,4-3-3,Juan Pulido,Valladolid
611,2022-08-28,19:30,La Liga,Matchweek 3,Sun,Away,L,0.0,4.0,Barcelona,0.6,2.9,32.0,83972.0,Jordi Masip,4-1-4-1,Ricardo de Burgos,Valladolid
612,2022-09-05,21:00,La Liga,Matchweek 4,Mon,Home,W,1.0,0.0,Almería,1.3,0.6,52.0,20260.0,Roque Mesa,4-3-3,Pablo González,Valladolid
613,2022-09-09,21:00,La Liga,Matchweek 5,Fri,Away,L,1.0,2.0,Girona,0.8,1.9,55.0,10053.0,Roque Mesa,4-1-4-1,César Soto,Valladolid
614,2022-09-16,21:00,La Liga,Matchweek 6,Fri,Home,L,0.0,1.0,Cádiz,1.4,0.4,57.0,20295.0,Roque Mesa,4-3-3,José Sánchez,Valladolid
615,2022-10-01,16:15,La Liga,Matchweek 7,Sat,Away,W,3.0,2.0,Getafe,1.5,2.5,55.0,10958.0,Jordi Masip,4-3-3,Alejandro Muñíz,Valladolid
616,2022-10-09,14:00,La Liga,Matchweek 8,Sun,Home,D,0.0,0.0,Betis,0.6,0.3,59.0,22561.0,Jordi Masip,4-3-3,Carlos del Cerro,Valladolid
617,2022-10-16,18:30,La Liga,Matchweek 9,Sun,Away,,,,Espanyol,,,,,,,,Valladolid
618,2022-10-19,19:00,La Liga,Matchweek 10,Wed,Home,,,,Celta Vigo,,,,,,,,Valladolid
619,2022-10-22,16:15,La Liga,Matchweek 11,Sat,Home,,,,Real Sociedad,,,,,,,,Valladolid
647,2022-08-13,17:00,La Liga,Matchweek 1,Sat,Away,D,2.0,2.0,Celta Vigo,1.2,0.3,41.0,13859.0,Leandro Cabrera,4-3-3,Miguel Ángel Ortiz Arias,Espanyol
648,2022-08-19,20:00,La Liga,Matchweek 2,Fri,Home,L,0.0,2.0,Rayo Vallecano,1.0,1.6,54.0,16071.0,Leandro Cabrera,4-3-3,Jorge Figueroa,Espanyol
649,2022-08-28,22:00,La Liga,Matchweek 3,Sun,Home,L,1.0,3.0,Real Madrid,1.1,1.6,35.0,25778.0,Leandro Cabrera,4-1-4-1,Mario Melero,Espanyol
650,2022-09-04,16:15,La Liga,Matchweek 4,Sun,Away,W,1.0,0.0,Athletic Club,0.5,1.3,35.0,41574.0,Leandro Cabrera,4-3-3,Juan Martínez,Espanyol
651,2022-09-10,16:15,La Liga,Matchweek 5,Sat,Home,L,2.0,3.0,Sevilla,2.4,1.8,59.0,20135.0,Leandro Cabrera,4-2-3-1,Guillermo Cuadra,Espanyol
652,2022-09-18,18:30,La Liga,Matchweek 6,Sun,Away,L,1.0,2.0,Real Sociedad,0.9,1.9,38.0,31511.0,Sergi Darder,3-5-2,Carlos del Cerro,Espanyol
653,2022-10-02,14:00,La Liga,Matchweek 7,Sun,Home,D,2.0,2.0,Valencia,0.7,0.9,39.0,19766.0,Sergi Darder,4-2-3-1,Valentín Pizarro,Espanyol
654,2022-10-09,16:15,La Liga,Matchweek 8,Sun,Away,D,2.0,2.0,Cádiz,1.0,1.4,47.0,16572.0,Sergi Darder,4-2-3-1,Alejandro Hernández,Espanyol
655,2022-10-16,18:30,La Liga,Matchweek 9,Sun,Home,,,,Valladolid,,,,,,,,Espanyol
656,2022-10-20,20:00,La Liga,Matchweek 10,Thu,Away,,,,Osasuna,,,,,,,,Espanyol
657,2022-10-23,14:00,La Liga,Matchweek 11,Sun,Home,,,,Elche,,,,,,,,Espanyol
685,2022-08-12,21:00,La Liga,Matchweek 1,Fri,Away,L,1.0,2.0,Osasuna,0.8,1.3,64.0,18536.0,Jesús Navas,4-2-3-1,Carlos del Cerro,Sevilla
686,2022-08-19,22:00,La Liga,Matchweek 2,Fri,Home,D,1.0,1.0,Valladolid,2.6,0.8,61.0,33991.0,Fernando,4-2-3-1,Juan Pulido,Sevilla
687,2022-08-27,22:00,La Liga,Matchweek 3,Sat,Away,L,1.0,2.0,Almería,1.1,2.1,67.0,13788.0,Jesús Navas,4-4-2◆,Jesús Gil,Sevilla
688,2022-09-03,21:00,La Liga,Matchweek 4,Sat,Home,L,0.0,3.0,Barcelona,1.1,3.2,46.0,40233.0,Ivan Rakitić,4-3-3,Antonio Matéu Lahoz,Sevilla
690,2022-09-10,16:15,La Liga,Matchweek 5,Sat,Away,W,3.0,2.0,Espanyol,1.8,2.4,41.0,20135.0,Fernando,4-2-3-1,Guillermo Cuadra,Sevilla
692,2022-09-18,16:15,La Liga,Matchweek 6,Sun,Away,D,1.0,1.0,Villarreal,0.5,1.6,54.0,18292.0,Jesús Navas,4-2-3-1,Alejandro Hernández,Sevilla
693,2022-10-01,18:30,La Liga,Matchweek 7,Sat,Home,L,0.0,2.0,Atlético Madrid,0.5,2.3,60.0,37754.0,Nemanja Gudelj,4-2-3-1,Ricardo de Burgos,Sevilla
695,2022-10-08,18:30,La Liga,Matchweek 8,Sat,Home,D,1.0,1.0,Athletic Club,1.3,1.6,46.0,36502.0,Joan Jordán,4-2-3-1,Jesús Gil,Sevilla
697,2022-10-15,18:30,La Liga,Matchweek 9,Sat,Away,,,,Mallorca,,,,,,,,Sevilla
698,2022-10-18,19:00,La Liga,Matchweek 10,Tue,Home,,,,Valencia,,,,,,,,Sevilla
699,2022-10-22,21:00,La Liga,Matchweek 11,Sat,Away,,,,Real Madrid,,,,,,,,Sevilla
729,2022-08-14,17:30,La Liga,Matchweek 1,Sun,Home,L,0.0,1.0,Real Sociedad,0.3,1.7,40.0,16570.0,José Mari,4-4-2,Isidro Díaz de Mera,Cadiz
730,2022-08-20,17:30,La Liga,Matchweek 2,Sat,Away,L,0.0,2.0,Osasuna,1.3,2.6,45.0,18587.0,Alfonso Espino,4-4-2,Antonio Matéu Lahoz,Cadiz
731,2022-08-29,20:00,La Liga,Matchweek 3,Mon,Home,L,0.0,4.0,Athletic Club,0.4,2.2,37.0,17029.0,José Mari,4-4-2,Miguel Ángel Ortiz Arias,Cadiz
732,2022-09-02,21:00,La Liga,Matchweek 4,Fri,Away,L,0.0,3.0,Celta Vigo,0.3,0.8,42.0,14510.0,Alfonso Espino,4-1-4-1,Juan Pulido,Cadiz
733,2022-09-10,18:30,La Liga,Matchweek 5,Sat,Home,L,0.0,4.0,Barcelona,0.3,3.0,31.0,19530.0,Álex Fernández,4-2-3-1,Carlos del Cerro,Cadiz
734,2022-09-16,21:00,La Liga,Matchweek 6,Fri,Away,W,1.0,0.0,Valladolid,0.4,1.4,43.0,20295.0,Álex Fernández,4-2-3-1,José Sánchez,Cadiz
735,2022-10-01,14:00,La Liga,Matchweek 7,Sat,Home,D,0.0,0.0,Villarreal,0.7,1.4,41.0,15516.0,Alfonso Espino,4-4-2,Javier Villanueva,Cadiz
736,2022-10-09,16:15,La Liga,Matchweek 8,Sun,Home,D,2.0,2.0,Espanyol,1.4,1.0,53.0,16572.0,Alfonso Espino,4-4-2,Alejandro Hernández,Cadiz
737,2022-10-15,14:00,La Liga,Matchweek 9,Sat,Away,,,,Girona,,,,,,,,Cadiz
738,2022-10-19,19:00,La Liga,Matchweek 10,Wed,Home,,,,Betis,,,,,,,,Cadiz
739,2022-10-22,14:00,La Liga,Matchweek 11,Sat,Away,,,,Rayo Vallecano,,,,,,,,Cadiz
767,2022-08-15,21:30,La Liga,Matchweek 1,Mon,Away,L,0.0,3.0,Betis,0.4,3.0,29.0,50622.0,Fidel,3-4-3,Guillermo Cuadra,Elche
768,2022-08-22,20:00,La Liga,Matchweek 2,Mon,Home,D,1.0,1.0,Almería,1.1,0.9,54.0,23361.0,Édgar Badía,4-4-2,Isidro Díaz de Mera,Elche
769,2022-08-27,17:30,La Liga,Matchweek 3,Sat,Home,L,0.0,1.0,Real Sociedad,0.8,1.7,46.0,22656.0,Édgar Badía,4-4-2,Javier Villanueva,Elche
770,2022-09-04,18:30,La Liga,Matchweek 4,Sun,Away,L,0.0,4.0,Villarreal,0.3,3.7,47.0,13915.0,Édgar Badía,4-4-2,Miguel Ángel Ortiz Arias,Elche
771,2022-09-11,16:15,La Liga,Matchweek 5,Sun,Home,L,1.0,4.0,Athletic Club,0.9,2.2,47.0,24176.0,Édgar Badía,4-2-3-1,Mario Melero,Elche
772,2022-09-17,16:15,La Liga,Matchweek 6,Sat,Away,L,0.0,3.0,Barcelona,0.0,4.1,23.0,85073.0,Gonzalo Verdú,3-4-3,Alejandro Muñíz,Elche
773,2022-10-03,21:00,La Liga,Matchweek 7,Mon,Away,L,1.0,2.0,Rayo Vallecano,0.6,0.8,30.0,11662.0,Édgar Badía,3-5-2,Jorge Figueroa,Elche
774,2022-10-10,21:00,La Liga,Matchweek 8,Mon,Home,D,1.0,1.0,Mallorca,0.4,2.6,40.0,12000.0,Gonzalo Verdú,3-5-2,Valentín Pizarro,Elche
775,2022-10-15,16:15,La Liga,Matchweek 9,Sat,Away,,,,Valencia,,,,,,,,Elche
776,2022-10-19,21:00,La Liga,Matchweek 10,Wed,Home,,,,Real Madrid,,,,,,,,Elche
777,2022-10-23,14:00,La Liga,Matchweek 11,Sun,Away,,,,Espanyol,,,,,,,,Elche
805,2021-08-14,22:00,La Liga,Matchweek 1,Sat,Away,W,4,1,Alavés,1.8,1.7,58.0,3968.0,Karim Benzema,4-3-3,César Soto,Real Madrid
806,2021-08-22,22:00,La Liga,Matchweek 2,Sun,Away,D,3,3,Levante,1.2,1.9,62.0,9838.0,Karim Benzema,4-3-3,Guillermo Cuadra,Real Madrid
807,2021-08-28,22:00,La Liga,Matchweek 3,Sat,Away,W,1,0,Betis,1.1,0.8,49.0,22590.0,Karim Benzema,4-3-3,Alejandro Hernández,Real Madrid
808,2021-09-12,21:00,La Liga,Matchweek 4,Sun,Home,W,5,2,Celta Vigo,3.4,1.8,60.0,19874.0,Karim Benzema,4-4-2,José Sánchez,Real Madrid
810,2021-09-19,21:00,La Liga,Matchweek 5,Sun,Away,W,2,1,Valencia,1.1,0.8,61.0,26689.0,Karim Benzema,4-4-1-1,Pablo González,Real Madrid
811,2021-09-22,22:00,La Liga,Matchweek 6,Wed,Home,W,6,1,Mallorca,2.9,1.1,59.0,20113.0,Karim Benzema,4-3-3,Alberola Rojas,Real Madrid
812,2021-09-25,21:00,La Liga,Matchweek 7,Sat,Home,D,0,0,Villarreal,1.4,0.8,49.0,23985.0,Karim Benzema,4-3-3,Jesús Gil,Real Madrid
814,2021-10-03,16:15,La Liga,Matchweek 8,Sun,Away,L,1,2,Espanyol,1.4,1.5,65.0,23377.0,Karim Benzema,4-4-2◆,Guillermo Cuadra,Real Madrid
816,2021-10-24,16:15,La Liga,Matchweek 10,Sun,Away,W,2,1,Barcelona,1.1,1.7,49.0,86422.0,Karim Benzema,4-3-3,José Sánchez,Real Madrid
817,2021-10-27,21:30,La Liga,Matchweek 11,Wed,Home,D,0,0,Osasuna,0.8,0.8,74.0,35691.0,Karim Benzema,4-3-3,César Soto,Real Madrid
818,2021-10-30,14:00,La Liga,Matchweek 12,Sat,Away,W,2,1,Elche,1.1,1.3,56.0,23010.0,Marcelo,4-3-3,Ricardo de Burgos,Real Madrid
820,2021-11-06,21:00,La Liga,Matchweek 13,Sat,Home,W,2,1,Rayo Vallecano,2.1,1.3,54.0,43283.0,Karim Benzema,4-3-3,Pablo González,Real Madrid
821,2021-11-21,16:15,La Liga,Matchweek 14,Sun,Away,W,4,1,Granada,3.3,0.7,68.0,17460.0,Karim Benzema,4-3-3,Juan Martínez,Real Madrid
823,2021-11-28,21:00,La Liga,Matchweek 15,Sun,Home,W,2,1,Sevilla,1.5,0.5,53.0,45281.0,Karim Benzema,4-3-3,José Sánchez,Real Madrid
824,2021-12-01,21:00,La Liga,Matchweek 9,Wed,Home,W,1,0,Athletic Club,1.7,1.9,62.0,33627.0,Karim Benzema,4-3-3,Isidro Díaz de Mera,Real Madrid
825,2021-12-04,21:00,La Liga,Matchweek 16,Sat,Away,W,2,0,Real Sociedad,2.0,0.8,49.0,35765.0,Karim Benzema,4-3-3,Jesús Gil,Real Madrid
827,2021-12-12,21:00,La Liga,Matchweek 17,Sun,Home,W,2,0,Atlético Madrid,0.6,0.7,61.0,51024.0,Karim Benzema,4-3-3,Antonio Matéu Lahoz,Real Madrid
828,2021-12-19,21:00,La Liga,Matchweek 18,Sun,Home,D,0,0,Cádiz,2.6,0.3,81.0,38818.0,Karim Benzema,4-3-3,Santiago Jaime,Real Madrid
829,2021-12-22,21:30,La Liga,Matchweek 21,Wed,Away,W,2,1,Athletic Club,1.2,0.9,60.0,42722.0,Karim Benzema,4-3-3,César Soto,Real Madrid
830,2022-01-02,14:00,La Liga,Matchweek 19,Sun,Away,L,0,1,Getafe,0.6,0.8,73.0,11890.0,Karim Benzema,4-3-3,Mario Melero,Real Madrid
832,2022-01-08,21:00,La Liga,Matchweek 20,Sat,Home,W,4,1,Valencia,3.6,1.2,67.0,40617.0,Karim Benzema,4-3-3,Alejandro Hernández,Real Madrid
836,2022-01-23,16:15,La Liga,Matchweek 22,Sun,Home,D,2,2,Elche,3.3,0.7,65.0,39796.0,Karim Benzema,4-3-3,Ricardo de Burgos,Real Madrid
838,2022-02-06,21:00,La Liga,Matchweek 23,Sun,Home,W,1,0,Granada,1.9,0.6,65.0,36665.0,Marcelo,4-3-3,Antonio Matéu Lahoz,Real Madrid
839,2022-02-12,16:15,La Liga,Matchweek 24,Sat,Away,D,0,0,Villarreal,1.9,0.5,57.0,17894.0,Marcelo,4-3-3,José Sánchez,Real Madrid
841,2022-02-19,21:00,La Liga,Matchweek 25,Sat,Home,W,3,0,Alavés,3.0,0.8,69.0,42180.0,Karim Benzema,4-3-3,José Luis Munuera,Real Madrid
842,2022-02-26,18:30,La Liga,Matchweek 26,Sat,Away,W,1,0,Rayo Vallecano,2.2,1.2,66.0,9952.0,Karim Benzema,4-3-3,Isidro Díaz de Mera,Real Madrid
843,2022-03-05,21:00,La Liga,Matchweek 27,Sat,Home,W,4,1,Real Sociedad,1.6,0.8,65.0,52410.0,Karim Benzema,4-3-3,Jesús Gil,Real Madrid
845,2022-03-14,21:00,La Liga,Matchweek 28,Mon,Away,W,3,0,Mallorca,2.0,1.4,62.0,17191.0,Karim Benzema,4-3-3,José Sánchez,Real Madrid
846,2022-03-20,21:00,La Liga,Matchweek 29,Sun,Home,L,0,4,Barcelona,0.8,3.5,40.0,60017.0,Nacho,4-4-1-1,Juan Martínez,Real Madrid
847,2022-04-02,18:30,La Liga,Matchweek 30,Sat,Away,W,2,1,Celta Vigo,3.0,1.5,45.0,15714.0,Karim Benzema,4-3-3,Pablo González,Real Madrid
849,2022-04-09,21:00,La Liga,Matchweek 31,Sat,Home,W,2,0,Getafe,1.1,0.7,69.0,50740.0,Marcelo,4-3-3,César Soto,Real Madrid
851,2022-04-17,21:00,La Liga,Matchweek 32,Sun,Away,W,3,2,Sevilla,1.8,1.2,59.0,40629.0,Karim Benzema,4-3-3,Guillermo Cuadra,Real Madrid
852,2022-04-20,21:30,La Liga,Matchweek 33,Wed,Away,W,3,1,Osasuna,4.5,1.3,65.0,21360.0,Karim Benzema,4-3-3,Ricardo de Burgos,Real Madrid
854,2022-04-30,16:15,La Liga,Matchweek 34,Sat,Home,W,4,0,Espanyol,2.0,1.6,58.0,58686.0,Marcelo,4-3-3,José Luis Munuera,Real Madrid
856,2022-05-08,21:00,La Liga,Matchweek 35,Sun,Away,L,0,1,Atlético Madrid,1.2,2.9,58.0,63874.0,Nacho,4-3-3,César Soto,Real Madrid
857,2022-05-12,21:30,La Liga,Matchweek 36,Thu,Home,W,6,0,Levante,4.3,1.3,53.0,38421.0,Karim Benzema,4-3-3,Adrián Cordero,Real Madrid
858,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,D,1,1,Cádiz,2.0,2.5,62.0,19643.0,Nacho,4-3-3,Antonio Matéu Lahoz,Real Madrid
859,2022-05-20,21:00,La Liga,Matchweek 38,Fri,Home,D,0,0,Betis,1.3,1.1,52.0,52232.0,Karim Benzema,4-3-3,Santiago Jaime,Real Madrid
861,2021-08-16,22:00,La Liga,Matchweek 1,Mon,Away,D,0,0,Elche,0.6,0.9,49.0,9145.0,Iker Muniain,4-4-2,Adrián Cordero,Athletic Club
862,2021-08-21,22:00,La Liga,Matchweek 2,Sat,Home,D,1,1,Barcelona,1.6,1.0,33.0,9394.0,Iker Muniain,4-4-2,Juan Martínez,Athletic Club
863,2021-08-28,17:00,La Liga,Matchweek 3,Sat,Away,W,1,0,Celta Vigo,1.2,1.0,38.0,5492.0,Iker Muniain,4-4-2,Antonio Matéu Lahoz,Athletic Club
864,2021-09-11,21:00,La Liga,Matchweek 4,Sat,Home,W,2,0,Mallorca,1.8,0.2,50.0,14566.0,Iker Muniain,4-4-2,Jorge Figueroa,Athletic Club
865,2021-09-18,16:15,La Liga,Matchweek 5,Sat,Away,D,0,0,Atlético Madrid,0.9,1.0,45.0,38798.0,Iker Muniain,4-4-2,Jesús Gil,Athletic Club
866,2021-09-21,22:00,La Liga,Matchweek 6,Tue,Home,L,1,2,Rayo Vallecano,0.7,0.8,48.0,16236.0,Iker Muniain,4-4-2,José Luis Munuera,Athletic Club
867,2021-09-25,16:15,La Liga,Matchweek 7,Sat,Away,D,1,1,Valencia,0.9,0.8,47.0,13680.0,Iker Muniain,4-4-2,Alejandro Hernández,Athletic Club
868,2021-10-01,21:00,La Liga,Matchweek 8,Fri,Home,W,1,0,Alavés,2.6,0.8,55.0,28665.0,Iker Muniain,4-4-2,Carlos del Cerro,Athletic Club
869,2021-10-23,21:00,La Liga,Matchweek 10,Sat,Home,W,2,1,Villarreal,2.6,0.6,51.0,38698.0,Iker Muniain,4-4-2,Guillermo Cuadra,Athletic Club
870,2021-10-26,21:00,La Liga,Matchweek 11,Tue,Away,D,1,1,Espanyol,3.2,1.2,54.0,16196.0,Iker Muniain,4-4-2,Miguel Ángel Ortiz Arias,Athletic Club
871,2021-10-31,21:00,La Liga,Matchweek 12,Sun,Away,D,1,1,Real Sociedad,1.1,1.0,47.0,37066.0,Iker Muniain,4-4-2,Juan Martínez,Athletic Club
872,2021-11-05,21:00,La Liga,Matchweek 13,Fri,Home,L,0,1,Cádiz,0.7,0.5,70.0,37581.0,Iker Muniain,4-4-2,Santiago Jaime,Athletic Club
873,2021-11-19,21:00,La Liga,Matchweek 14,Fri,Away,D,0,0,Levante,0.7,0.7,51.0,15230.0,Iker Muniain,4-4-2,José Luis Munuera,Athletic Club
874,2021-11-26,21:00,La Liga,Matchweek 15,Fri,Home,D,2,2,Granada,1.2,1.3,63.0,32651.0,Iker Muniain,4-4-2,Adrián Cordero,Athletic Club
875,2021-12-01,21:00,La Liga,Matchweek 9,Wed,Away,L,0,1,Real Madrid,1.9,1.7,38.0,33627.0,Iker Muniain,4-4-2,Isidro Díaz de Mera,Athletic Club
876,2021-12-06,21:00,La Liga,Matchweek 16,Mon,Away,D,0,0,Getafe,0.5,1.1,55.0,9176.0,Óscar de Marcos,4-4-2,Jorge Figueroa,Athletic Club
877,2021-12-11,21:00,La Liga,Matchweek 17,Sat,Home,L,0,1,Sevilla,1.8,0.2,55.0,36737.0,Iker Muniain,4-4-2,Alejandro Hernández,Athletic Club
878,2021-12-19,16:15,La Liga,Matchweek 18,Sun,Home,W,3,2,Betis,1.2,2.1,44.0,38002.0,Iker Muniain,4-4-2,Jesús Gil,Athletic Club
879,2021-12-22,21:30,La Liga,Matchweek 21,Wed,Home,L,1,2,Real Madrid,0.9,1.2,40.0,42722.0,Iker Muniain,4-4-2,César Soto,Athletic Club
880,2022-01-03,21:00,La Liga,Matchweek 19,Mon,Away,W,3,1,Osasuna,1.2,1.0,42.0,16206.0,Iker Muniain,4-4-2,Miguel Ángel Ortiz Arias,Athletic Club
882,2022-01-09,18:30,La Liga,Matchweek 20,Sun,Away,D,0,0,Alavés,1.0,0.4,58.0,14103.0,Iker Muniain,4-4-2,Santiago Jaime,Athletic Club
886,2022-01-23,18:30,La Liga,Matchweek 22,Sun,Away,W,1,0,Rayo Vallecano,0.5,1.6,34.0,9034.0,Mikel Balenziaga,4-4-2,Adrián Cordero,Athletic Club
888,2022-02-07,21:00,La Liga,Matchweek 23,Mon,Home,W,2,1,Espanyol,0.7,0.8,44.0,30753.0,Mikel Balenziaga,4-4-2,César Soto,Athletic Club
890,2022-02-14,21:00,La Liga,Matchweek 24,Mon,Away,L,2,3,Mallorca,1.3,2.7,56.0,12904.0,Iker Muniain,4-4-2,Isidro Díaz de Mera,Athletic Club
891,2022-02-20,21:00,La Liga,Matchweek 25,Sun,Home,W,4,0,Real Sociedad,2.7,0.4,48.0,40698.0,Iker Muniain,4-4-2,Juan Martínez,Athletic Club
892,2022-02-27,21:00,La Liga,Matchweek 26,Sun,Away,L,0,4,Barcelona,0.3,2.6,29.0,69770.0,Raúl García,4-4-2,Guillermo Cuadra,Athletic Club
894,2022-03-07,21:00,La Liga,Matchweek 27,Mon,Home,W,3,1,Levante,2.7,0.6,49.0,29485.0,Iker Muniain,4-4-2,Alejandro Muñíz,Athletic Club
895,2022-03-13,16:15,La Liga,Matchweek 28,Sun,Away,L,0,1,Betis,0.5,0.8,49.0,48876.0,Iker Muniain,4-4-2,Antonio Matéu Lahoz,Athletic Club
896,2022-03-18,21:00,La Liga,Matchweek 29,Fri,Home,D,1,1,Getafe,1.7,0.2,67.0,37367.0,Iker Muniain,4-4-2,Jesús Gil,Athletic Club
897,2022-04-03,14:00,La Liga,Matchweek 30,Sun,Home,W,2,1,Elche,2.1,0.4,49.0,34572.0,Iker Muniain,4-4-2,Jorge Figueroa,Athletic Club
898,2022-04-09,18:30,La Liga,Matchweek 31,Sat,Away,D,1,1,Villarreal,1.8,1.3,40.0,16603.0,Iker Muniain,4-4-2,Carlos del Cerro,Athletic Club
899,2022-04-17,18:30,La Liga,Matchweek 32,Sun,Home,L,0,2,Celta Vigo,0.6,0.4,50.0,35541.0,Iker Muniain,4-4-2,Alejandro Hernández,Athletic Club
900,2022-04-21,20:00,La Liga,Matchweek 33,Thu,Away,W,3,2,Cádiz,1.5,3.2,42.0,17360.0,Iker Muniain,4-4-2,Valentín Pizarro,Athletic Club
901,2022-04-30,21:00,La Liga,Matchweek 34,Sat,Home,W,2,0,Atlético Madrid,1.2,0.8,43.0,43398.0,Iker Muniain,4-4-2,Antonio Matéu Lahoz,Athletic Club
902,2022-05-07,16:15,La Liga,Matchweek 35,Sat,Home,D,0,0,Valencia,1.3,0.1,59.0,41091.0,Iker Muniain,4-4-2,Isidro Díaz de Mera,Athletic Club
903,2022-05-10,20:00,La Liga,Matchweek 36,Tue,Away,L,0,1,Granada,0.5,0.9,59.0,16638.0,Iker Muniain,4-4-2,José Sánchez,Athletic Club
904,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Home,W,2,0,Osasuna,1.4,0.5,45.0,37869.0,Iker Muniain,4-4-2,Jorge Figueroa,Athletic Club
905,2022-05-22,22:00,La Liga,Matchweek 38,Sun,Away,L,0,1,Sevilla,0.7,1.4,35.0,31305.0,Iker Muniain,4-4-2,Carlos del Cerro,Athletic Club
906,2021-08-15,17:30,La Liga,Matchweek 1,Sun,Away,W,2,1,Celta Vigo,1.4,2.0,48.0,5401.0,Koke,3-5-2,José Luis Munuera,Atletico Madrid
907,2021-08-22,19:30,La Liga,Matchweek 2,Sun,Home,W,1,0,Elche,1.3,0.2,43.0,24926.0,Koke,3-5-2,Ricardo de Burgos,Atletico Madrid
908,2021-08-29,22:00,La Liga,Matchweek 3,Sun,Home,D,2,2,Villarreal,1.8,0.6,49.0,26840.0,Koke,3-5-2,César Soto,Atletico Madrid
909,2021-09-12,14:00,La Liga,Matchweek 4,Sun,Away,W,2,1,Espanyol,1.0,0.5,58.0,15321.0,Koke,3-4-3,Juan Martínez,Atletico Madrid
911,2021-09-18,16:15,La Liga,Matchweek 5,Sat,Home,D,0,0,Athletic Club,1.0,0.9,55.0,38798.0,Jan Oblak,3-5-2,Jesús Gil,Atletico Madrid
912,2021-09-21,19:30,La Liga,Matchweek 6,Tue,Away,W,2,1,Getafe,0.8,0.3,67.0,8950.0,Jan Oblak,4-2-3-1,Guillermo Cuadra,Atletico Madrid
913,2021-09-25,14:00,La Liga,Matchweek 7,Sat,Away,L,0,1,Alavés,0.7,0.6,71.0,9836.0,Jan Oblak,3-5-2,Antonio Matéu Lahoz,Atletico Madrid
915,2021-10-02,21:00,La Liga,Matchweek 8,Sat,Home,W,2,0,Barcelona,1.1,0.8,30.0,60594.0,Koke,3-5-2,César Soto,Atletico Madrid
917,2021-10-24,21:00,La Liga,Matchweek 10,Sun,Home,D,2,2,Real Sociedad,1.6,0.9,57.0,50032.0,Koke,4-3-3,José Luis Munuera,Atletico Madrid
918,2021-10-28,21:30,La Liga,Matchweek 11,Thu,Away,D,2,2,Levante,0.7,1.8,64.0,16298.0,Koke,3-4-3,Pablo González,Atletico Madrid
919,2021-10-31,16:15,La Liga,Matchweek 12,Sun,Home,W,3,0,Betis,2.2,0.5,48.0,56838.0,Koke,3-4-3,Alberola Rojas,Atletico Madrid
921,2021-11-07,16:15,La Liga,Matchweek 13,Sun,Away,D,3,3,Valencia,1.9,0.9,52.0,37472.0,Koke,3-4-3,César Soto,Atletico Madrid
922,2021-11-20,18:30,La Liga,Matchweek 14,Sat,Home,W,1,0,Osasuna,1.2,0.3,61.0,53261.0,Koke,4-1-4-1,José Sánchez,Atletico Madrid
924,2021-11-28,18:30,La Liga,Matchweek 15,Sun,Away,W,4,1,Cádiz,3.4,1.0,64.0,16861.0,Koke,4-4-2,Jesús Gil,Atletico Madrid
925,2021-12-04,18:30,La Liga,Matchweek 16,Sat,Home,L,1,2,Mallorca,1.4,0.6,59.0,51009.0,Koke,4-4-2,Juan Martínez,Atletico Madrid
927,2021-12-12,21:00,La Liga,Matchweek 17,Sun,Away,L,0,2,Real Madrid,0.7,0.6,39.0,51024.0,Koke,4-4-2,Antonio Matéu Lahoz,Atletico Madrid
928,2021-12-18,21:00,La Liga,Matchweek 18,Sat,Away,L,1,2,Sevilla,0.8,0.4,46.0,33241.0,Koke,3-5-2,Ricardo de Burgos,Atletico Madrid
929,2021-12-22,19:00,La Liga,Matchweek 9,Wed,Away,L,1,2,Granada,1.6,0.6,60.0,13304.0,Koke,3-5-2,Alejandro Hernández,Atletico Madrid
930,2022-01-02,16:15,La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,1.7,0.0,50.0,43029.0,Jan Oblak,4-4-2,Jorge Figueroa,Atletico Madrid
932,2022-01-09,21:00,La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,0.5,2.1,41.0,14127.0,Jan Oblak,4-4-2,Alberola Rojas,Atletico Madrid
935,2022-01-22,21:00,La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,2.7,0.7,64.0,44999.0,Koke,4-4-2,Isidro Díaz de Mera,Atletico Madrid
