_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away,homegoal,awaygoal
11,Sat,2017-11-04,13:00:00,Valencia,3–0,Leganés,39694,Estadio de Mestalla,Ricardo de Burgos,1.9,1.0,3,0
11,Sun,2017-11-05,20:45:00,Real Madrid,3–0,Las Palmas,67120,Estadio Santiago Bernabéu,José Sánchez,2.4,0.2,3,0
11,Sun,2017-11-05,12:00:00,Levante,1–2,Girona,18324,Estadio Ciudad de Valencia,José Munuera,0.6,1.1,1,2
11,Sun,2017-11-05,16:15:00,Celta Vigo,3–1,Athletic Club,19779,Estadio de Balaídos,Jesús Gil,1.2,1.6,3,1
11,Sun,2017-11-05,18:30:00,Villarreal,2–0,Málaga,17755,Estadio de la Cerámica,Javier Estrada,0.9,0.6,2,0
11,Sun,2017-11-05,18:30:00,Real Sociedad,3–1,Eibar,20387,Estadio Municipal de Anoeta,Daniel Trujillo,2.1,0.4,3,1
12,Fri,2017-11-17,21:00:00,Girona,1–1,Real Sociedad,10136,Estadi Municipal de Montilivi,Ignacio Iglesias,1.2,1.3,1,1
12,Sat,2017-11-18,13:00:00,Getafe,4–1,Alavés,10014,Coliseum Alfonso Pérez,Santiago Jaime,2.8,0.7,4,1
12,Sat,2017-11-18,16:15:00,Leganés,0–3,Barcelona,11454,Estadio Municipal de Butarque,Alberto Undiano,1.3,1.7,0,3
12,Sat,2017-11-18,18:30:00,Sevilla,2–1,Celta Vigo,35030,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.3,1.7,2,1
12,Sat,2017-11-18,20:45:00,Atlético Madrid,0–0,Real Madrid,66496,Estadio Wanda Metropolitano,David Fernández,0.9,1.3,0,0
12,Sun,2017-11-19,17:30:00,Las Palmas,0–2,Levante,26212,Estadio de Gran Canaria,Mario Melero,0.7,0.9,0,2
12,Sun,2017-11-19,20:45:00,Athletic Club,1–1,Villarreal,36666,San Mamés,David Medié,0.7,1.1,1,1
12,Sun,2017-11-19,16:15:00,Espanyol,0–2,Valencia,25529,RCDE Stadium,Alejandro Hernández,1.2,0.7,0,2
12,Sun,2017-11-19,12:00:00,Málaga,3–2,La Coruña,24563,Estadio La Rosaleda,Juan Martínez,1.7,1.6,3,2
12,Mon,2017-11-20,21:00:00,Eibar,5–0,Betis,4638,Estadio Municipal de Ipurúa,José González,2.2,1.0,5,0
13,Fri,2017-11-24,21:00:00,Celta Vigo,1–0,Leganés,10611,Estadio de Balaídos,Alejandro Hernández,1.6,1.2,1,0
13,Sat,2017-11-25,13:00:00,Alavés,1–2,Eibar,19272,Estadio de Mendizorroza,José Munuera,0.4,0.7,1,2
13,Sat,2017-11-25,16:15:00,Real Madrid,3–2,Málaga,75671,Estadio Santiago Bernabéu,Jesús Gil,2.4,0.3,3,2
13,Sat,2017-11-25,18:30:00,Betis,2–2,Girona,45681,Estadio Benito Villamarín,Carlos del Cerro,1.0,1.3,2,2
13,Sat,2017-11-25,20:45:00,Levante,0–5,Atlético Madrid,21549,Estadio Ciudad de Valencia,Daniel Trujillo,1.3,3.6,0,5
13,Sun,2017-11-26,20:45:00,Valencia,1–1,Barcelona,47775,Estadio de Mestalla,Ignacio Iglesias,1.2,1.0,1,1
13,Sun,2017-11-26,12:00:00,La Coruña,2–2,Athletic Club,20879,Estadio Municipal de Riazor,José González,1.8,1.1,2,2
13,Sun,2017-11-26,16:15:00,Real Sociedad,2–2,Las Palmas,19780,Estadio Municipal de Anoeta,Pablo González,1.9,1.4,2,2
13,Sun,2017-11-26,18:30:00,Villarreal,2–3,Sevilla,18698,Estadio de la Cerámica,Alberola Rojas,2.3,1.6,2,3
13,Mon,2017-11-27,21:00:00,Espanyol,1–0,Getafe,11756,RCDE Stadium,Juan Martínez,1.2,1.0,1,0
14,Fri,2017-12-01,21:00:00,Málaga,0–0,Levante,17886,Estadio La Rosaleda,Ricardo de Burgos,0.7,0.7,0,0
14,Sat,2017-12-02,13:00:00,Barcelona,2–2,Celta Vigo,63208,Camp Nou,Mario Melero,3.3,1.4,2,2
14,Sat,2017-12-02,20:45:00,Athletic Club,0–0,Real Madrid,44884,San Mamés,Antonio Matéu Lahoz,1.1,1.1,0,0
14,Sat,2017-12-02,16:15:00,Atlético Madrid,2–1,Real Sociedad,57394,Estadio Wanda Metropolitano,Santiago Jaime,2.7,1.7,2,1
14,Sat,2017-12-02,18:30:00,Sevilla,2–0,La Coruña,32017,Estadio Ramón Sánchez Pizjuán,José Sánchez,1.1,0.7,2,0
14,Sun,2017-12-03,18:30:00,Eibar,3–1,Espanyol,4693,Estadio Municipal de Ipurúa,Alberto Undiano,1.8,0.4,3,1
14,Sun,2017-12-03,19:45:00,Las Palmas,1–0,Betis,16313,Estadio de Gran Canaria,Javier Estrada,2.2,0.4,1,0
14,Sun,2017-12-03,12:00:00,Leganés,3–1,Villarreal,10017,Estadio Municipal de Butarque,David Fernández,0.9,1.1,3,1
14,Sun,2017-12-03,16:15:00,Getafe,1–0,Valencia,12480,Coliseum Alfonso Pérez,David Medié,0.8,0.6,1,0
14,Mon,2017-12-04,21:00:00,Girona,2–3,Alavés,7316,Estadi Municipal de Montilivi,Alberola Rojas,0.6,1.7,2,3
15,Fri,2017-12-08,21:00:00,Alavés,2–0,Las Palmas,18567,Estadio de Mendizorroza,David Medié,3.4,0.3,2,0
15,Sat,2017-12-09,18:30:00,La Coruña,1–0,Leganés,18366,Estadio Municipal de Riazor,Mario Melero,1.3,0.1,1,0
15,Sat,2017-12-09,13:00:00,Getafe,0–0,Eibar,9317,Coliseum Alfonso Pérez,Alberola Rojas,0.5,0.9,0,0
15,Sat,2017-12-09,16:15:00,Real Madrid,5–0,Sevilla,76924,Estadio Santiago Bernabéu,Juan Martínez,3.0,0.5,5,0
15,Sat,2017-12-09,20:45:00,Valencia,2–1,Celta Vigo,35633,Estadio de Mestalla,José Munuera,1.5,1.2,2,1
15,Sun,2017-12-10,12:00:00,Real Sociedad,0–2,Málaga,16834,Estadio Municipal de Anoeta,Carlos del Cerro,1.6,1.7,0,2
15,Sun,2017-12-10,18:30:00,Levante,1–2,Athletic Club,18005,Estadio Ciudad de Valencia,Javier Estrada,0.8,1.2,1,2
15,Sun,2017-12-10,20:45:00,Villarreal,0–2,Barcelona,21087,Estadio de la Cerámica,Ricardo de Burgos,0.6,3.0,0,2
15,Sun,2017-12-10,16:15:00,Betis,0–1,Atlético Madrid,45517,Estadio Benito Villamarín,Alejandro Hernández,0.4,0.7,0,1
15,Mon,2017-12-11,21:00:00,Espanyol,0–1,Girona,13846,RCDE Stadium,José González,0.3,1.1,0,1
16,Fri,2017-12-15,21:00:00,Sevilla,0–0,Levante,25934,Estadio Ramón Sánchez Pizjuán,Ignacio Iglesias,1.7,1.5,0,0
16,Sat,2017-12-16,18:30:00,Eibar,2–1,Valencia,5219,Estadio Municipal de Ipurúa,Pablo González,0.9,1.4,2,1
16,Sat,2017-12-16,16:15:00,Athletic Club,0–0,Real Sociedad,45504,San Mamés,David Fernández,0.6,0.8,0,0
16,Sat,2017-12-16,20:45:00,Atlético Madrid,1–0,Alavés,49937,Estadio Wanda Metropolitano,Jesús Gil,0.9,0.5,1,0
16,Sun,2017-12-17,17:30:00,Las Palmas,2–2,Espanyol,14020,Estadio de Gran Canaria,José Sánchez,1.5,1.9,2,2
16,Sun,2017-12-17,12:00:00,Girona,1–0,Getafe,10095,Estadi Municipal de Montilivi,Alberto Undiano,0.3,0.3,1,0
16,Sun,2017-12-17,16:15:00,Celta Vigo,0–1,Villarreal,18215,Estadio de Balaídos,Javier Estrada,0.6,0.6,0,1
16,Sun,2017-12-17,20:45:00,Barcelona,4–0,La Coruña,53607,Camp Nou,Antonio Matéu Lahoz,5.9,0.4,4,0
16,Mon,2017-12-18,21:00:00,Málaga,0–2,Betis,22488,Estadio La Rosaleda,Alberola Rojas,0.9,1.5,0,2
17,Tue,2017-12-19,21:30:00,Levante,0–0,Leganés,14639,Estadio Ciudad de Valencia,Santiago Jaime,0.9,0.5,0,0
17,Wed,2017-12-20,19:30:00,Getafe,2–0,Las Palmas,9231,Coliseum Alfonso Pérez,Ricardo de Burgos,2.5,2.5,2,0
17,Wed,2017-12-20,21:30:00,Real Sociedad,3–1,Sevilla,17205,Estadio Municipal de Anoeta,Alejandro Hernández,1.4,0.4,3,1
17,Thu,2017-12-21,19:30:00,Eibar,4–1,Girona,4867,Estadio Municipal de Ipurúa,Ignacio Iglesias,2.0,0.3,4,1
17,Thu,2017-12-21,21:30:00,Alavés,1–0,Málaga,18733,Estadio de Mendizorroza,Alfonso Álvarez,1.7,0.3,1,0
17,Fri,2017-12-22,21:30:00,Espanyol,1–0,Atlético Madrid,19327,RCDE Stadium,Mario Melero,0.9,0.5,1,0
17,Fri,2017-12-22,19:30:00,Betis,0–2,Athletic Club,42713,Estadio Benito Villamarín,Juan Martínez,1.0,2.5,0,2
17,Sat,2017-12-23,18:30:00,La Coruña,1–3,Celta Vigo,27877,Estadio Municipal de Riazor,Alberto Undiano,1.3,1.3,1,3
17,Sat,2017-12-23,16:15:00,Valencia,0–1,Villarreal,39181,Estadio de Mestalla,Daniel Trujillo,1.5,1.0,0,1
17,Sat,2017-12-23,13:00:00,Real Madrid,0–3,Barcelona,80264,Estadio Santiago Bernabéu,José Sánchez,1.0,2.5,0,3
18,Sat,2018-01-06,13:00:00,Atlético Madrid,2–0,Getafe,47023,Estadio Wanda Metropolitano,José Munuera,1.4,0.6,2,0
18,Sat,2018-01-06,16:15:00,Valencia,2–1,Girona,27749,Estadio de Mestalla,David Fernández,1.9,0.9,2,1
18,Sat,2018-01-06,17:30:00,Las Palmas,1–2,Eibar,12059,Estadio de Gran Canaria,José González,1.0,1.1,1,2
18,Sat,2018-01-06,20:45:00,Sevilla,3–5,Betis,40282,Estadio Ramón Sánchez Pizjuán,Jesús Gil,1.4,1.4,3,5
18,Sun,2018-01-07,16:15:00,Barcelona,3–0,Levante,56380,Camp Nou,Carlos del Cerro,2.4,0.8,3,0
18,Sun,2018-01-07,20:45:00,Celta Vigo,2–2,Real Madrid,20872,Estadio de Balaídos,Santiago Jaime,1.8,1.4,2,2
18,Sun,2018-01-07,18:30:00,Athletic Club,2–0,Alavés,41000,San Mamés,Pablo González,1.8,0.2,2,0
18,Sun,2018-01-07,18:30:00,Villarreal,1–1,La Coruña,15442,Estadio de la Cerámica,David Medié,1.4,1.0,1,1
18,Sun,2018-01-07,12:00:00,Leganés,1–0,Real Sociedad,7523,Estadio Municipal de Butarque,Javier Estrada,1.4,0.6,1,0
18,Mon,2018-01-08,21:00:00,Málaga,0–1,Espanyol,12149,Estadio La Rosaleda,Antonio Matéu Lahoz,1.3,0.4,0,1
19,Fri,2018-01-12,21:00:00,Getafe,1–0,Málaga,9513,Coliseum Alfonso Pérez,Juan Martínez,0.7,0.5,1,0
19,Sat,2018-01-13,13:00:00,Girona,6–0,Las Palmas,10037,Estadi Municipal de Montilivi,Mario Melero,3.6,0.2,6,0
19,Sat,2018-01-13,20:45:00,La Coruña,1–2,Valencia,19031,Estadio Municipal de Riazor,Alberola Rojas,1.7,0.6,1,2
19,Sat,2018-01-13,18:30:00,Eibar,0–1,Atlético Madrid,6186,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,0.9,1.1,0,1
19,Sat,2018-01-13,16:15:00,Real Madrid,0–1,Villarreal,63403,Estadio Santiago Bernabéu,Alberto Undiano,2.1,1.0,0,1
19,Sun,2018-01-14,12:00:00,Levante,0–1,Celta Vigo,17007,Estadio Ciudad de Valencia,Alfonso Álvarez,1.4,0.2,0,1
19,Sun,2018-01-14,20:45:00,Real Sociedad,2–4,Barcelona,23277,Estadio Municipal de Anoeta,José González,0.8,1.3,2,4
19,Sun,2018-01-14,18:30:00,Espanyol,1–1,Athletic Club,20228,RCDE Stadium,Daniel Trujillo,1.4,0.7,1,1
19,Sun,2018-01-14,16:15:00,Alavés,1–0,Sevilla,19413,Estadio de Mendizorroza,José Sánchez,0.4,0.6,1,0
19,Mon,2018-01-15,21:00:00,Betis,3–2,Leganés,41777,Estadio Benito Villamarín,Ignacio Iglesias,2.1,1.9,3,2
20,Fri,2018-01-19,21:00:00,Getafe,2–2,Athletic Club,11457,Coliseum Alfonso Pérez,Jesús Gil,3.4,1.2,2,2
20,Sat,2018-01-20,16:15:00,Atlético Madrid,1–1,Girona,55076,Estadio Wanda Metropolitano,Ricardo de Burgos,1.3,0.6,1,1
20,Sat,2018-01-20,19:45:00,Las Palmas,2–1,Valencia,20242,Estadio de Gran Canaria,José Munuera,2.6,1.8,2,1
20,Sat,2018-01-20,18:30:00,Villarreal,2–1,Levante,16773,Estadio de la Cerámica,José González,2.9,1.3,2,1
20,Sat,2018-01-20,13:00:00,Espanyol,0–3,Sevilla,19607,RCDE Stadium,Alberto Undiano,1.4,1.3,0,3
20,Sun,2018-01-21,16:15:00,Real Madrid,7–1,La Coruña,63504,Estadio Santiago Bernabéu,David Fernández,3.2,1.8,7,1
20,Sun,2018-01-21,12:00:00,Alavés,2–2,Leganés,19637,Estadio de Mendizorroza,Daniel Trujillo,2.5,1.4,2,2
20,Sun,2018-01-21,18:30:00,Real Sociedad,1–2,Celta Vigo,19081,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,1.8,1.7,1,2
20,Sun,2018-01-21,20:45:00,Betis,0–5,Barcelona,53426,Estadio Benito Villamarín,Santiago Jaime,0.4,2.4,0,5
20,Mon,2018-01-22,21:00:00,Eibar,1–1,Málaga,4520,Estadio Municipal de Ipurúa,David Medié,1.7,1.3,1,1
21,Fri,2018-01-26,21:00:00,Athletic Club,1–1,Eibar,39331,San Mamés,Mario Melero,1.3,1.0,1,1
21,Sat,2018-01-27,16:15:00,Valencia,1–4,Real Madrid,47034,Estadio de Mestalla,Javier Estrada,1.7,2.9,1,4
21,Sat,2018-01-27,20:45:00,Villarreal,4–2,Real Sociedad,15052,Estadio de la Cerámica,Carlos del Cerro,1.3,1.2,4,2
21,Sat,2018-01-27,18:30:00,Málaga,0–0,Girona,22125,Estadio La Rosaleda,Alberto Undiano,0.5,0.6,0,0
21,Sat,2018-01-27,13:00:00,La Coruña,2–2,Levante,19973,Estadio Municipal de Riazor,Pablo González,1.0,0.8,2,2
21,Sun,2018-01-28,12:00:00,Leganés,3–2,Espanyol,10132,Estadio Municipal de Butarque,Juan Martínez,0.6,1.5,3,2
21,Sun,2018-01-28,16:15:00,Atlético Madrid,3–0,Las Palmas,55363,Estadio Wanda Metropolitano,Alfonso Álvarez,2.4,0.4,3,0
21,Sun,2018-01-28,18:30:00,Sevilla,1–1,Getafe,34011,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,1.7,0.6,1,1
21,Sun,2018-01-28,20:45:00,Barcelona,2–1,Alavés,62369,Camp Nou,Ignacio Iglesias,1.8,0.6,2,1
21,Mon,2018-01-29,21:00:00,Celta Vigo,3–2,Betis,14667,Estadio de Balaídos,José Sánchez,1.9,1.4,3,2
22,Fri,2018-02-02,21:00:00,Real Sociedad,5–0,La Coruña,15626,Estadio Municipal de Anoeta,Alberto Undiano,2.9,0.3,5,0
22,Sat,2018-02-03,16:15:00,Betis,2–1,Villarreal,50102,Estadio Benito Villamarín,Alberola Rojas,0.8,1.6,2,1
22,Sat,2018-02-03,18:30:00,Alavés,2–1,Celta Vigo,19437,Estadio de Mendizorroza,Juan Martínez,0.7,1.5,2,1
22,Sat,2018-02-03,20:45:00,Levante,2–2,Real Madrid,23542,Estadio Ciudad de Valencia,Mario Melero,1.1,2.0,2,2
22,Sat,2018-02-03,13:00:00,Eibar,5–1,Sevilla,5311,Estadio Municipal de Ipurúa,Daniel Trujillo,1.7,1.5,5,1
22,Sun,2018-02-04,18:30:00,Girona,2–0,Athletic Club,9602,Estadi Municipal de Montilivi,José Munuera,1.9,0.5,2,0
22,Sun,2018-02-04,12:00:00,Getafe,0–0,Leganés,10657,Coliseum Alfonso Pérez,Alfonso Álvarez,1.0,0.1,0,0
22,Sun,2018-02-04,16:15:00,Espanyol,1–1,Barcelona,23287,RCDE Stadium,Jesús Gil,0.6,0.7,1,1
22,Sun,2018-02-04,20:45:00,Atlético Madrid,1–0,Valencia,49596,Estadio Wanda Metropolitano,Ignacio Iglesias,0.5,0.6,1,0
22,Mon,2018-02-05,20:00:00,Las Palmas,1–0,Málaga,17424,Estadio de Gran Canaria,Ricardo de Burgos,0.3,0.5,1,0
23,Fri,2018-02-09,21:00:00,Athletic Club,0–0,Las Palmas,33679,San Mamés,Javier Estrada,0.9,0.4,0,0
23,Sat,2018-02-10,18:30:00,Leganés,0–1,Eibar,9327,Estadio Municipal de Butarque,Pablo González,0.2,1.0,0,1
23,Sat,2018-02-10,13:00:00,Villarreal,1–2,Alavés,14984,Estadio de la Cerámica,Daniel Trujillo,2.0,0.9,1,2
23,Sat,2018-02-10,16:15:00,Málaga,0–1,Atlético Madrid,25482,Estadio La Rosaleda,José Sánchez,0.3,0.5,0,1
23,Sat,2018-02-10,20:45:00,Real Madrid,5–2,Real Sociedad,63811,Estadio Santiago Bernabéu,Alejandro Hernández,4.0,1.0,5,2
23,Sun,2018-02-11,18:30:00,Celta Vigo,2–2,Espanyol,15649,Estadio de Balaídos,José González,1.9,0.4,2,2
23,Sun,2018-02-11,12:00:00,Sevilla,1–0,Girona,33129,Estadio Ramón Sánchez Pizjuán,Santiago Jaime,1.8,1.4,1,0
23,Sun,2018-02-11,16:15:00,Barcelona,0–0,Getafe,75681,Camp Nou,David Fernández,1.0,0.4,0,0
23,Sun,2018-02-11,20:45:00,Valencia,3–1,Levante,38199,Estadio de Mestalla,David Medié,3.3,0.2,3,1
23,Mon,2018-02-12,21:00:00,La Coruña,0–1,Betis,20490,Estadio Municipal de Riazor,Carlos del Cerro,1.4,0.9,0,1
24,Fri,2018-02-16,21:00:00,Girona,3–0,Leganés,9142,Estadi Municipal de Montilivi,Antonio Matéu Lahoz,1.4,0.7,3,0
24,Sat,2018-02-17,18:30:00,Alavés,1–0,La Coruña,19453,Estadio de Mendizorroza,Mario Melero,1.1,0.6,1,0
24,Sat,2018-02-17,12:00:00,Las Palmas,1–2,Sevilla,19161,Estadio de Gran Canaria,Ignacio Iglesias,1.3,3.1,1,2
24,Sat,2018-02-17,16:15:00,Eibar,0–2,Barcelona,6760,Estadio Municipal de Ipurúa,Alejandro Hernández,0.6,2.4,0,2
24,Sat,2018-02-17,20:45:00,Málaga,1–2,Valencia,21134,Estadio La Rosaleda,Daniel Trujillo,0.9,1.4,1,2
24,Sun,2018-02-18,20:45:00,Betis,3–5,Real Madrid,53486,Estadio Benito Villamarín,Jesús Gil,1.4,1.6,3,5
24,Sun,2018-02-18,18:30:00,Espanyol,1–1,Villarreal,19688,RCDE Stadium,José Munuera,1.2,1.2,1,1
24,Sun,2018-02-18,16:15:00,Atlético Madrid,2–0,Athletic Club,60022,Estadio Wanda Metropolitano,José González,1.2,0.2,2,0
24,Sun,2018-02-18,12:00:00,Real Sociedad,3–0,Levante,18189,Estadio Municipal de Anoeta,Santiago Jaime,1.5,0.7,3,0
24,Mon,2018-02-19,21:00:00,Getafe,3–0,Celta Vigo,8367,Coliseum Alfonso Pérez,Pablo González,1.4,0.2,3,0
16,Wed,2018-02-21,18:45:00,Leganés,1–3,Real Madrid,11423,Estadio Municipal de Butarque,José González,1.5,1.6,1,3
25,Fri,2018-02-23,21:00:00,La Coruña,0–0,Espanyol,18028,Estadio Municipal de Riazor,David Fernández,1.9,0.5,0,0
25,Sat,2018-02-24,18:30:00,Leganés,0–0,Las Palmas,9325,Estadio Municipal de Butarque,Santiago Jaime,1.4,0.6,0,0
25,Sat,2018-02-24,13:00:00,Celta Vigo,2–0,Eibar,15383,Estadio de Balaídos,Carlos del Cerro,0.9,1.3,2,0
25,Sat,2018-02-24,20:45:00,Barcelona,6–1,Girona,85417,Camp Nou,Alberola Rojas,3.0,1.0,6,1
25,Sat,2018-02-24,16:15:00,Real Madrid,4–0,Alavés,75181,Estadio Santiago Bernabéu,Javier Estrada,2.9,0.9,4,0
25,Sun,2018-02-25,20:45:00,Sevilla,2–5,Atlético Madrid,37884,Estadio Ramón Sánchez Pizjuán,Juan Martínez,1.5,3.0,2,5
25,Sun,2018-02-25,12:00:00,Villarreal,1–0,Getafe,16125,Estadio de la Cerámica,José Sánchez,0.8,2.1,1,0
25,Sun,2018-02-25,16:15:00,Athletic Club,2–1,Málaga,37518,San Mamés,Alejandro Hernández,0.6,1.2,2,1
25,Sun,2018-02-25,18:30:00,Valencia,2–1,Real Sociedad,37195,Estadio de Mestalla,Pablo González,1.5,1.2,2,1
25,Mon,2018-02-26,21:00:00,Levante,0–2,Betis,16545,Estadio Ciudad de Valencia,Ricardo de Burgos,0.8,1.4,0,2
26,Tue,2018-02-27,20:00:00,Espanyol,1–0,Real Madrid,19805,RCDE Stadium,José Sánchez,1.1,0.9,1,0
26,Tue,2018-02-27,21:30:00,Girona,1–0,Celta Vigo,6392,Estadi Municipal de Montilivi,Daniel Trujillo,1.0,0.6,1,0
26,Wed,2018-02-28,21:30:00,Atlético Madrid,4–0,Leganés,35033,Estadio Wanda Metropolitano,Javier Estrada,2.2,1.0,4,0
26,Wed,2018-02-28,19:30:00,Málaga,0–1,Sevilla,15516,Estadio La Rosaleda,Carlos del Cerro,0.9,0.5,0,1
26,Wed,2018-02-28,19:30:00,Athletic Club,1–1,Valencia,34382,San Mamés,Jesús Gil,1.2,0.2,1,1
26,Wed,2018-02-28,19:30:00,Getafe,3–0,La Coruña,5097,Coliseum Alfonso Pérez,José Munuera,1.5,0.4,3,0
26,Wed,2018-02-28,21:30:00,Eibar,1–0,Villarreal,4056,Estadio Municipal de Ipurúa,Mario Melero,1.4,1.1,1,0
26,Thu,2018-03-01,19:30:00,Betis,0–0,Real Sociedad,40288,Estadio Benito Villamarín,José González,0.7,1.2,0,0
26,Thu,2018-03-01,20:00:00,Las Palmas,1–1,Barcelona,23778,Estadio de Gran Canaria,Antonio Matéu Lahoz,1.2,1.0,1,1
26,Thu,2018-03-01,21:30:00,Alavés,1–0,Levante,16812,Estadio de Mendizorroza,David Fernández,2.5,0.4,1,0
27,Sat,2018-03-03,20:45:00,Real Madrid,3–1,Getafe,55106,Estadio Santiago Bernabéu,Mario Melero,1.5,0.9,3,1
27,Sat,2018-03-03,13:00:00,Villarreal,0–2,Girona,14540,Estadio de la Cerámica,Pablo González,0.6,0.4,0,2
27,Sat,2018-03-03,16:15:00,Sevilla,2–0,Athletic Club,25185,Estadio Ramón Sánchez Pizjuán,Alberto Undiano,1.9,0.6,2,0
27,Sat,2018-03-03,18:30:00,La Coruña,1–1,Eibar,19317,Estadio Municipal de Riazor,Santiago Jaime,1.8,0.9,1,1
27,Sat,2018-03-03,18:30:00,Leganés,2–0,Málaga,6937,Estadio Municipal de Butarque,Ignacio Iglesias,0.6,0.4,2,0
27,Sun,2018-03-04,18:30:00,Real Sociedad,2–1,Alavés,21445,Estadio Municipal de Anoeta,Juan Martínez,2.0,0.3,2,1
27,Sun,2018-03-04,12:00:00,Levante,1–1,Espanyol,17143,Estadio Ciudad de Valencia,Alberola Rojas,1.4,1.1,1,1
27,Sun,2018-03-04,16:15:00,Barcelona,1–0,Atlético Madrid,90356,Camp Nou,Jesús Gil,1.2,0.2,1,0
27,Sun,2018-03-04,20:45:00,Valencia,2–0,Betis,35565,Estadio de Mestalla,Alejandro Hernández,1.5,0.5,2,0
27,Mon,2018-03-05,21:00:00,Celta Vigo,2–1,Las Palmas,11276,Estadio de Balaídos,Ricardo de Burgos,1.4,0.4,2,1
28,Fri,2018-03-09,21:00:00,Girona,2–0,La Coruña,10663,Estadi Municipal de Montilivi,Alberto Undiano,0.7,0.6,2,0
28,Sat,2018-03-10,18:30:00,Getafe,0–1,Levante,8136,Coliseum Alfonso Pérez,Daniel Trujillo,2.2,1.2,0,1
28,Sat,2018-03-10,13:00:00,Eibar,1–2,Real Madrid,6707,Estadio Municipal de Ipurúa,José Munuera,1.1,2.0,1,2
28,Sat,2018-03-10,16:15:00,Sevilla,0–2,Valencia,33287,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,2.0,1.4,0,2
28,Sat,2018-03-10,20:45:00,Málaga,0–2,Barcelona,26667,Estadio La Rosaleda,Juan Martínez,0.6,2.3,0,2
28,Sun,2018-03-11,16:15:00,Atlético Madrid,3–0,Celta Vigo,55076,Estadio Wanda Metropolitano,Alberola Rojas,0.9,0.9,3,0
28,Sun,2018-03-11,12:00:00,Espanyol,2–1,Real Sociedad,20314,RCDE Stadium,Antonio Matéu Lahoz,2.3,0.8,2,1
28,Sun,2018-03-11,20:45:00,Athletic Club,2–0,Leganés,30787,San Mamés,José Sánchez,0.6,0.9,2,0
28,Sun,2018-03-11,17:30:00,Las Palmas,0–2,Villarreal,18907,Estadio de Gran Canaria,David Medié,0.8,2.0,0,2
28,Mon,2018-03-12,21:00:00,Alavés,1–3,Betis,17239,Estadio de Mendizorroza,Carlos del Cerro,1.1,1.0,1,3
29,Fri,2018-03-16,21:00:00,Levante,2–1,Eibar,16028,Estadio Ciudad de Valencia,Ignacio Iglesias,1.5,1.6,2,1
29,Sat,2018-03-17,20:45:00,Betis,3–0,Espanyol,31230,Estadio Benito Villamarín,Ricardo de Burgos,0.6,0.2,3,0
29,Sat,2018-03-17,13:00:00,La Coruña,1–1,Las Palmas,18773,Estadio Municipal de Riazor,Juan Martínez,1.3,0.3,1,1
29,Sat,2018-03-17,16:15:00,Valencia,3–1,Alavés,35264,Estadio de Mestalla,José Munuera,2.7,1.2,3,1
29,Sat,2018-03-17,18:30:00,Real Sociedad,1–2,Getafe,17509,Estadio Municipal de Anoeta,Javier Estrada,0.6,1.3,1,2
29,Sun,2018-03-18,18:30:00,Celta Vigo,0–0,Málaga,17230,Estadio de Balaídos,Alberto Undiano,1.8,0.5,0,0
29,Sun,2018-03-18,12:00:00,Leganés,2–1,Sevilla,10037,Estadio Municipal de Butarque,Alberola Rojas,0.6,0.5,2,1
29,Sun,2018-03-18,16:15:00,Barcelona,2–0,Athletic Club,84053,Camp Nou,Santiago Jaime,1.8,0.8,2,0
29,Sun,2018-03-18,18:30:00,Villarreal,2–1,Atlético Madrid,19385,Estadio de la Cerámica,David Fernández,1.1,1.3,2,1
29,Sun,2018-03-18,20:45:00,Real Madrid,6–3,Girona,59097,Estadio Santiago Bernabéu,Jesús Gil,3.4,1.7,6,3
30,Sat,2018-03-31,17:30:00,Las Palmas,0–3,Real Madrid,22942,Estadio de Gran Canaria,Pablo González,1.6,4.0,0,3
30,Sat,2018-03-31,13:00:00,Girona,1–1,Levante,11391,Estadi Municipal de Montilivi,Ricardo de Burgos,1.0,1.6,1,1
30,Sat,2018-03-31,16:15:00,Athletic Club,1–1,Celta Vigo,33657,San Mamés,Carlos del Cerro,1.7,0.6,1,1
30,Sat,2018-03-31,20:45:00,Sevilla,2–2,Barcelona,37588,Estadio Ramón Sánchez Pizjuán,José González,3.0,2.1,2,2
30,Sun,2018-04-01,20:45:00,Atlético Madrid,1–0,La Coruña,49351,Estadio Wanda Metropolitano,Daniel Trujillo,1.4,1.1,1,0
30,Sun,2018-04-01,12:00:00,Espanyol,0–0,Alavés,15448,RCDE Stadium,Ignacio Iglesias,0.9,0.8,0,0
30,Sun,2018-04-01,16:15:00,Leganés,0–1,Valencia,10697,Estadio Municipal de Butarque,Mario Melero,0.6,0.2,0,1
30,Sun,2018-04-01,18:30:00,Eibar,0–0,Real Sociedad,6233,Estadio Municipal de Ipurúa,José Sánchez,0.7,0.5,0,0
30,Sun,2018-04-01,18:30:00,Málaga,1–0,Villarreal,19142,Estadio La Rosaleda,Alfonso Álvarez,1.7,0.4,1,0
